FID,Id,Name,Descript,Type,Comment,Symbol,DateTimeS,Elevation,Block,N,P,K,Mg,NDVI
252,0,S13,"Northing:-2.85411333333331
Easting:114.726928333333
Description:",WPT, , ,2024-02-01T08:32:31+08:00,11.464300000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.894257009029000
253,0,S14,"Northing:-2.85395666666667
Easting:114.727755
Description:",WPT, , ,2024-02-01T08:35:29+08:00,7.899990000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.887733995914000
254,0,S15,"Northing:-2.85330666666666
Easting:114.72721
Description:",WPT, , ,2024-02-01T08:37:02+08:00,8.864220000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.860101997852000
255,0,S16,"Northing:-2.85329942391188
Easting:114.728136090579
Description:",WPT, , ,2024-02-01T08:46:46+08:00,10.086700000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.875814020634000
256,0,S17,"Northing:-2.85301333333332
Easting:114.728843333333
Description:",WPT, , ,2024-02-01T08:49:57+08:00,8.316000000000001,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.924122989178000
257,0,S18,"Northing:-2.85239666666665
Easting:114.728305
Description:",WPT, , ,2024-02-01T08:51:48+08:00,11.372000000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.900959014893000
258,0,S19,"Northing:-2.85212166666666
Easting:114.729986666667
Description:",WPT, , ,2024-02-01T09:13:00+08:00,9.607379999999999,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.900789022446000
259,0,S2,"Northing:-2.85817479360569
Easting:114.722819793606
Description:",WPT, , ,2024-02-01T07:34:41+08:00,8.367440000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.943177998066000
260,0,S20,"Northing:-2.85142999999999
Easting:114.729391666667
Description:",WPT, , ,2024-02-01T09:15:01+08:00,9.190000000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.920372009277000
261,0,S21,"Northing:-2.85130833333331
Easting:114.730241666667
Description:",WPT, , ,2024-02-01T09:25:47+08:00,8.710000000000001,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.899137020111000
262,0,S22,"Northing:-2.851205
Easting:114.731073333333
Description:",WPT, , ,2024-02-01T09:28:34+08:00,9.000000000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.931267023087000
263,0,S24,"Northing:-2.85163166666664
Easting:114.728605
Description:",WPT, , ,2024-02-01T09:08:23+08:00,0.000000000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.862263023853000
264,0,S3,"Northing:-2.85768333333334
Easting:114.723373333333
Description:",WPT, , ,2024-02-01T07:37:14+08:00,7.417920000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.929242014885000
265,0,S4,"Northing:-2.85703666666667
Easting:114.722813333333
Description:",WPT, , ,2024-02-01T07:38:53+08:00,7.668000000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.909415006638000
266,0,S4,"Northing:-2.85714666666664
Easting:114.723876666667
Description:",WPT, , ,2024-02-01T07:50:46+08:00,8.967969999999999,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.932313024998000
267,0,S5,"Northing:-2.85656499999998
Easting:114.723413333333
Description:",WPT, , ,2024-02-01T07:49:13+08:00,9.739409999999999,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.928125977516000
268,0,S6,"Northing:-2.85675333333334
Easting:114.72447
Description:",WPT, , ,2024-02-01T07:53:21+08:00,8.028700000000001,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.891912996769000
269,0,S7,"Northing:-2.85609999999997
Easting:114.723955
Description:",WPT, , ,2024-02-01T07:54:55+08:00,9.503040000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.922941029072000
270,0,S8,"Northing:-2.85540999999998
Easting:114.724275
Description:",WPT, , ,2024-02-01T08:02:42+08:00,7.610000000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.908056974411000
271,0,S8,"Northing:-2.85600999999999
Easting:114.724813333333
Description:",WPT, , ,2024-02-01T08:04:12+08:00,7.000000000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.918803989887000
272,0,S9,"Northing:-2.85581666666666
Easting:114.72555
Description:",WPT, , ,2024-02-01T08:07:10+08:00,6.018800000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.874150991440000
273,0,S23,"Northing:-2.85059333333334
Easting:114.730561666667
Description:",WPT, , ,2024-02-01T09:30:05+08:00,8.866989999999999,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.910835027695000
274,0,S24,"Northing:-2.85027288555023
Easting:114.731264552217
Description:",WPT, , ,2024-02-01T09:52:21+08:00,8.457340000000000,B30b,3.450000000000000,0.120000000000000,0.710000000000000,0.310000000000000,0.941473007202000
275,0,S1,"Northing:-2.86062333333333
Easting:114.724871666667
Description:",WPT, , ,2024-02-02T07:44:07+08:00,7.643270000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.896566987038000
276,0,S10,"Northing:-2.85911166666666
Easting:114.725513333333
Description:",WPT, , ,2024-02-02T08:04:32+08:00,9.289809999999999,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.912436008453000
277,0,S11,"Northing:-2.85843
Easting:114.724976666667
Description:",WPT, , ,2024-02-02T08:08:05+08:00,9.348000000000001,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.893894016743000
278,0,S12,"Northing:-2.85782333333332
Easting:114.724433333333
Description:",WPT, , ,2024-02-02T08:10:06+08:00,8.953440000000001,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.894048988819000
279,0,S13,"Northing:-2.85722166666667
Easting:114.724801666667
Description:",WPT, , ,2024-02-02T08:13:54+08:00,0.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.905431985855000
280,0,S14,"Northing:-2.85777499999998
Easting:114.725283333333
Description:",WPT, , ,2024-02-02T08:16:26+08:00,10.960200000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.924714982510000
281,0,S15,"Northing:-2.85852913252584
Easting:114.72585907603
Description:",WPT, , ,2024-02-02T08:21:00+08:00,9.934680000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.909808993340000
282,0,S16,"Northing:-2.85912999999999
Easting:114.726388333333
Description:",WPT, , ,2024-02-02T08:20:19+08:00,8.133740000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.868259012699000
283,0,S17,"Northing:-2.858765
Easting:114.727125
Description:",WPT, , ,2024-02-02T08:24:29+08:00,9.516200000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.898777008057000
284,0,S18,"Northing:-2.85799833333333
Easting:114.726568333333
Description:",WPT, , ,2024-02-02T08:26:22+08:00,8.075080000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.909218013287000
285,0,S19,"Northing:-2.85755701953064
Easting:114.726103686197
Description:",WPT, , ,2024-02-02T08:28:17+08:00,7.826950000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.913563013077000
286,0,S2,"Northing:-2.85991999999999
Easting:114.724311666667
Description:",WPT, , ,2024-02-02T07:41:42+08:00,7.810000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.893935024738000
287,0,S20,"Northing:-2.85712999999999
Easting:114.7255
Description:",WPT, , ,2024-02-02T08:30:21+08:00,0.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.925444006920000
288,0,S21,"Northing:-2.85630666666667
Easting:114.725825
Description:",WPT, , ,2024-02-02T08:33:25+08:00,7.416880000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.906583011150000
289,0,S22,"Northing:-2.85691166666665
Easting:114.72635
Description:",WPT, , ,2024-02-02T08:36:05+08:00,8.005480000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.924696028233000
290,0,S23,"Northing:-2.85758333333331
Easting:114.727035
Description:",WPT, , ,2024-02-02T08:38:24+08:00,7.602200000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.879912018776000
291,0,S24,"Northing:-2.85822499999999
Easting:114.727356666667
Description:",WPT, , ,2024-02-02T08:40:17+08:00,7.610000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.913303017616000
292,0,S25,"Northing:-2.85790333333332
Easting:114.72807
Description:",WPT, , ,2024-02-02T08:43:16+08:00,6.452000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.905623972416000
293,0,S26,"Northing:-2.85664666666667
Easting:114.72702
Description:",WPT, , ,2024-02-02T08:46:56+08:00,6.675580000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.910800993443000
294,0,S27,"Northing:-2.85597166666665
Easting:114.726546666667
Description:",WPT, , ,2024-02-02T08:49:29+08:00,0.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.904657006264000
295,0,S28,"Northing:-2.85541333333334
Easting:114.726835
Description:",WPT, , ,2024-02-02T08:52:22+08:00,0.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.898890972137000
296,0,S29,"Northing:-2.856695
Easting:114.728183333333
Description:",WPT, , ,2024-02-02T08:56:57+08:00,0.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.914053976536000
297,0,S3,"Northing:-2.85930166666667
Easting:114.723796666667
Description:",WPT, , ,2024-02-02T07:39:16+08:00,8.364000000000001,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.897499978542000
298,0,S30,"Northing:-2.85741333333331
Easting:114.728781666667
Description:",WPT, , ,2024-02-02T08:59:48+08:00,6.194430000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.904733002186000
299,0,S31,"Northing:-2.85680833333333
Easting:114.729198333333
Description:",WPT, , ,2024-02-02T09:02:37+08:00,7.662140000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.908782005310000
300,0,S32,"Northing:-2.85633499999998
Easting:114.728676666667
Description:",WPT, , ,2024-02-02T09:04:34+08:00,7.338430000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.883795976639000
301,0,S33,"Northing:-2.85558833333331
Easting:114.728146666667
Description:",WPT, , ,2024-02-02T09:07:05+08:00,7.920700000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.897791981697000
302,0,S34,"Northing:-2.85492999999998
Easting:114.727625
Description:",WPT, , ,2024-02-02T09:09:23+08:00,6.450000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.931662023067000
303,0,S35,"Northing:-2.85448000000001
Easting:114.727933333333
Description:",WPT, , ,2024-02-02T09:14:48+08:00,7.176320000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.871016025543000
304,0,S36,"Northing:-2.85508833333332
Easting:114.728555
Description:",WPT, , ,2024-02-02T09:15:34+08:00,8.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.901951014996000
305,0,S37,"Northing:-2.85571999999999
Easting:114.729018333333
Description:",WPT, , ,2024-02-02T09:17:58+08:00,7.724130000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.879613995552000
306,0,S38,"Northing:-2.85634
Easting:114.729595
Description:",WPT, , ,2024-02-02T09:20:19+08:00,9.084000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.911770999432000
307,0,S39,"Northing:-2.85596666666665
Easting:114.730256666667
Description:",WPT, , ,2024-02-02T09:23:34+08:00,9.036479999999999,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.923157989979000
308,0,S4,"Northing:-2.85872
Easting:114.723248333333
Description:",WPT, , ,2024-02-02T07:37:05+08:00,8.914000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.933170974255000
309,0,S40,"Northing:-2.85500333333334
Easting:114.729438333333
Description:",WPT, , ,2024-02-02T09:26:34+08:00,7.032000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.925346970558000
310,0,S41,"Northing:-2.85400833333334
Easting:114.728595
Description:",WPT, , ,2024-02-02T09:29:57+08:00,7.438120000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.923056006432000
311,0,S42,"Northing:-2.85364333333332
Easting:114.729125
Description:",WPT, , ,2024-02-02T09:34:59+08:00,9.832599999999999,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.904047012329000
312,0,S43,"Northing:-2.854245
Easting:114.729616666667
Description:",WPT, , ,2024-02-02T09:36:43+08:00,10.272800000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.908649027348000
313,0,S44,"Northing:-2.85478666666666
Easting:114.73008
Description:",WPT, , ,2024-02-02T09:38:42+08:00,7.066820000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.911884009838000
314,0,S45,"Northing:-2.85542666666666
Easting:114.730575
Description:",WPT, , ,2024-02-02T09:40:52+08:00,9.465999999999999,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.937893986702000
315,0,S46,"Northing:-2.85516833333333
Easting:114.731548333333
Description:",WPT, , ,2024-02-02T09:43:57+08:00,8.394000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.918510973454000
316,0,S47,"Northing:-2.85453333333333
Easting:114.730861666667
Description:",WPT, , ,2024-02-02T09:46:10+08:00,9.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.906753003597000
317,0,S48,"Northing:-2.85379499999999
Easting:114.730278333333
Description:",WPT, , ,2024-02-02T09:49:31+08:00,9.661350000000001,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.800203979015000
318,0,S49,"Northing:-2.85313999999998
Easting:114.729685
Description:",WPT, , ,2024-02-02T09:51:36+08:00,10.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.634553015232000
319,0,S5,"Northing:-2.85812166666666
Easting:114.723671666667
Description:",WPT, , ,2024-02-02T07:52:29+08:00,8.782000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.917850971222000
320,0,S50,"Northing:-2.85273666666664
Easting:114.730155
Description:",WPT, , ,2024-02-03T08:21:13+08:00,11.082599999999999,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.867237985134000
321,0,S51,"Northing:-2.85340999999999
Easting:114.730673333333
Description:",WPT, , ,2024-02-03T08:23:19+08:00,9.165950000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.866087973118000
322,0,S52,"Northing:-2.85410999999998
Easting:114.731286666667
Description:",WPT, , ,2024-02-03T08:25:42+08:00,10.039999999999999,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.905528008938000
323,0,S53,"Northing:-2.85472166666666
Easting:114.731825
Description:",WPT, , ,2024-02-03T08:27:41+08:00,8.429140000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.886440992355000
324,0,S54,"Northing:-2.85417166666665
Easting:114.732393333333
Description:",WPT, , ,2024-02-03T08:30:42+08:00,0.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.915368974209000
325,0,S55,"Northing:-2.85354499999998
Easting:114.731881666667
Description:",WPT, , ,2024-02-03T08:32:52+08:00,12.988000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.878122985363000
326,0,S56,"Northing:-2.85292160186515
Easting:114.731367282632
Description:",WPT, , ,2024-02-03T08:37:36+08:00,8.995260000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.893629014492000
327,0,S57,"Northing:-2.85231166666665
Easting:114.73083
Description:",WPT, , ,2024-02-03T08:37:10+08:00,9.012000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.907359004021000
328,0,S58,"Northing:-2.85187166666665
Easting:114.731215
Description:",WPT, , ,2024-02-03T08:40:47+08:00,9.164009999999999,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.919149994850000
329,0,S59,"Northing:-2.85244465990941
Easting:114.731760986485
Description:",WPT, , ,2024-02-03T08:43:33+08:00,8.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.872545003891000
330,0,S6,"Northing:-2.858645
Easting:114.724075
Description:",WPT, , ,2024-02-02T07:54:29+08:00,9.792000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.902794003487000
331,0,S60,"Northing:-2.85304166666666
Easting:114.732295
Description:",WPT, , ,2024-02-03T08:46:04+08:00,9.664199999999999,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.868897974491000
332,0,S61,"Northing:-2.85365333333332
Easting:114.732795
Description:",WPT, , ,2024-02-03T08:48:12+08:00,8.508580000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.910387992859000
333,0,S62,"Northing:-2.85330999999999
Easting:114.73356
Description:",WPT, , ,2024-02-03T08:51:24+08:00,8.916000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.897628009319000
334,0,S63,"Northing:-2.85257955012412
Easting:114.732925578412
Description:",WPT, , ,2024-02-03T08:54:05+08:00,8.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.889823973179000
335,0,S64,"Northing:-2.85194666666667
Easting:114.732396666667
Description:",WPT, , ,2024-02-03T08:56:24+08:00,9.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.896816015244000
336,0,S65,"Northing:-2.85131499999998
Easting:114.731898333333
Description:",WPT, , ,2024-02-03T08:59:01+08:00,7.266000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.887567996979000
337,0,S66,"Northing:-2.85095502859852
Easting:114.732366515522
Description:",WPT, , ,2024-02-03T09:01:52+08:00,8.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.897638976574000
338,0,S67,"Northing:-2.851523414937
Easting:114.732764708008
Description:",WPT, , ,2024-02-03T09:02:38+08:00,8.000000000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.915018975735000
339,0,S68,"Northing:-2.85208175658699
Easting:114.733310525565
Description:",WPT, , ,2024-02-03T09:03:29+08:00,7.959410000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.893579006195000
340,0,S69,"Northing:-2.85273881515578
Easting:114.733880045512
Description:",WPT, , ,2024-02-03T09:04:13+08:00,7.167640000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.894486010075000
341,0,S7,"Northing:-2.85939333333333
Easting:114.724708333333
Description:",WPT, , ,2024-02-02T07:56:46+08:00,10.959199999999999,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.887156009674000
342,0,S70,"Northing:-2.85233763096735
Easting:114.734546129528
Description:",WPT, , ,2024-02-03T09:10:05+08:00,9.370550000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.902477979660000
343,0,S71,"Northing:-2.85147441057936
Easting:114.733812955873
Description:",WPT, , ,2024-02-03T09:10:41+08:00,9.642480000000001,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.893433988094000
344,0,S72,"Northing:-2.85091535264565
Easting:114.733349027716
Description:",WPT, , ,2024-02-03T09:12:29+08:00,7.391590000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.922666013241000
345,0,S73,"Northing:-2.85029359333624
Easting:114.732827279066
Description:",WPT, , ,2024-02-03T09:13:43+08:00,5.989850000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.879634022713000
346,0,S8,"Northing:-2.86003636773248
Easting:114.725283671853
Description:",WPT, , ,2024-02-02T07:58:41+08:00,7.128150000000000,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.906917989254000
347,0,S9,"Northing:-2.85971499999999
Easting:114.726035
Description:",WPT, , ,2024-02-02T08:02:11+08:00,9.433120000000001,B31,3.510000000000000,0.120000000000000,0.720000000000000,0.270000000000000,0.872209012508000
